## [BeGaze]
## Converted from:	E:\henrik-iwk1\henrik-1-recording.idf
## Date:	13.12.2019 13:30:00
## Version:	BeGaze 3.6.52
## IDF Version:	10
## Sample Rate:	60
## Separator Type:	Trial
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	3381
## Reversed:	none
## [Run]
## Subject:	henrik
## Description:	Run1
## [Calibration]
## Calibration Area:	1280	960
## [Geometry]
## Stimulus Dimension [mm]:	1280	960
## Head Distance [mm]:	1450
## [Hardware Setup]
## System ID:	
## Operating System :	
## IView X Version:	
## [Filter Settings]
## Heuristics:	False
## Heuristics Stage:	0
## Bilateral:	False
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT
##
Time;Type;Trial;L Pupil Diameter [mm];R Pupil Diameter [mm]
212253144;SMP;1;4.54;4.40
212269768;SMP;1;4.56;4.40
212286224;SMP;1;4.52;4.36
212303109;SMP;1;4.50;4.42
212319527;SMP;1;4.54;4.40
212336133;SMP;1;4.54;4.40
212352830;SMP;1;4.52;4.38
212369293;SMP;1;4.52;4.40
212386184;SMP;1;4.56;4.38
212402801;SMP;1;4.52;4.38
212419407;SMP;1;4.56;4.32
212435688;SMP;1;4.58;4.42
212452632;SMP;1;4.56;4.42
212468745;SMP;1;4.62;4.42
212485513;SMP;1;4.88;4.44
212502064;SMP;1;4.86;4.42
212518919;SMP;1;4.80;4.42
212535521;SMP;1;4.58;4.42
212552154;SMP;1;4.64;4.40
212568579;SMP;1;4.62;4.36
212585224;SMP;1;4.60;4.38
212601657;SMP;1;4.58;4.40
212618278;SMP;1;4.60;4.40
212635082;SMP;1;4.64;4.36
212651700;SMP;1;4.48;4.44
212668380;SMP;1;4.52;4.38
212684733;SMP;1;4.54;4.38
212701244;SMP;1;4.56;4.42
212718028;SMP;1;4.60;4.44
212734674;SMP;1;4.60;4.44
212751275;SMP;1;4.54;4.42
212767886;SMP;1;4.60;4.42
212784245;SMP;1;4.62;4.44
212801021;SMP;1;4.56;4.44
212817530;SMP;1;4.58;4.42
212834268;SMP;1;4.60;4.44
212850765;SMP;1;4.56;4.46
212867339;SMP;1;4.58;4.42
212884221;SMP;1;4.56;4.44
212917124;SMP;1;4.52;4.42
212933980;SMP;1;4.62;4.42
212950612;SMP;1;4.60;4.42
212983513;SMP;1;4.62;4.42
212999908;SMP;1;4.62;4.44
213016891;SMP;1;4.54;4.44
213033129;SMP;1;4.60;4.44
213050005;SMP;1;4.58;4.42
213066473;SMP;1;4.66;4.44
213082882;SMP;1;4.64;4.44
213099982;SMP;1;4.54;4.42
213116111;SMP;1;4.58;4.44
213132676;SMP;1;4.62;4.42
213149538;SMP;1;4.62;4.40
213166305;SMP;1;4.60;4.42
213182803;SMP;1;4.64;4.46
213199579;SMP;1;4.62;4.50
213216119;SMP;1;4.66;4.46
213232427;SMP;1;4.64;4.50
213249138;SMP;1;4.62;4.52
213265356;SMP;1;4.62;4.50
213282176;SMP;1;4.68;4.48
213298792;SMP;1;4.62;4.48
213315414;SMP;1;4.64;4.54
213332351;SMP;1;4.66;4.56
213348412;SMP;1;4.64;4.52
213365476;SMP;1;4.64;4.46
213381894;SMP;1;4.64;4.54
213398230;SMP;1;4.60;4.54
213415262;SMP;1;4.62;4.58
213431392;SMP;1;4.62;4.56
213448009;SMP;1;4.64;4.52
213464906;SMP;1;4.60;4.44
213481704;SMP;1;4.50;4.40
213498049;SMP;1;4.48;4.44
213514533;SMP;1;4.56;4.44
213531253;SMP;1;4.54;4.44
213548085;SMP;1;4.60;4.42
213564293;SMP;1;4.62;4.44
213581029;SMP;1;4.66;4.46
213597246;SMP;1;4.60;4.54
213614257;SMP;1;4.60;4.44
213630995;SMP;1;4.70;4.48
213647335;SMP;1;4.60;4.58
213667746;SMP;1;4.68;4.48
213697161;SMP;1;4.66;4.44
213713991;SMP;1;4.68;4.58
213730405;SMP;1;4.66;4.48
213747212;SMP;1;4.56;4.50
213763583;SMP;1;4.64;4.46
213779890;SMP;1;4.56;4.54
213796689;SMP;1;4.84;4.48
213812967;SMP;1;4.68;4.54
213829692;SMP;1;4.66;4.56
213846770;SMP;1;4.70;4.54
213863093;SMP;1;4.70;4.56
213879527;SMP;1;4.78;4.52
213896480;SMP;1;4.70;4.50
213912512;SMP;1;4.74;4.52
213929274;SMP;1;4.68;4.54
213946098;SMP;1;4.72;4.60
213962539;SMP;1;4.78;4.62
213978894;SMP;1;4.72;4.58
213995497;SMP;1;4.68;4.54
214012152;SMP;1;4.68;4.60
214028711;SMP;1;4.78;4.56
214045275;SMP;1;4.70;4.58
214061871;SMP;1;4.90;4.60
214078495;SMP;1;4.86;4.60
214095094;SMP;1;4.68;4.60
214111729;SMP;1;4.84;4.62
214128274;SMP;1;4.74;4.58
214144866;SMP;1;4.68;4.62
214161479;SMP;1;4.94;4.60
214178102;SMP;1;4.92;4.60
214194631;SMP;1;4.88;4.60
214211241;SMP;1;4.70;4.60
214227864;SMP;1;4.94;4.62
214244810;SMP;1;4.80;4.60
214261634;SMP;1;4.82;4.62
214277773;SMP;1;4.84;4.62
214294457;SMP;1;4.76;4.66
214311039;SMP;1;4.80;4.66
214327536;SMP;1;4.82;4.66
214344144;SMP;1;4.76;4.64
214361211;SMP;1;4.80;4.66
214377572;SMP;1;4.80;4.68
214394006;SMP;1;4.80;4.66
214410989;SMP;1;4.76;4.68
214427299;SMP;1;4.84;4.66
214443736;SMP;1;4.78;4.70
214460754;SMP;1;4.74;4.68
214476740;SMP;1;4.80;4.66
214493902;SMP;1;4.80;4.66
214510284;SMP;1;4.78;4.66
214526891;SMP;1;4.80;4.68
214543570;SMP;1;4.76;4.68
214560039;SMP;1;4.82;4.68
214576719;SMP;1;4.74;4.68
214593116;SMP;1;4.72;4.68
214609668;SMP;1;4.74;4.68
214626403;SMP;1;4.74;4.66
214642884;SMP;1;4.78;4.68
214659753;SMP;1;4.80;4.68
214676458;SMP;1;4.80;4.64
214692860;SMP;1;4.80;4.64
214709530;SMP;1;4.80;4.72
214725867;SMP;1;4.74;4.70
214742528;SMP;1;4.72;4.68
214759124;SMP;1;4.76;4.70
214776127;SMP;1;4.74;4.68
214792408;SMP;1;4.76;4.68
214808810;SMP;1;4.72;4.74
214825261;SMP;1;4.76;4.68
214842178;SMP;1;4.72;4.66
214859119;SMP;1;4.74;4.66
214875723;SMP;1;4.74;4.70
214891922;SMP;1;4.78;4.70
214908814;SMP;1;4.82;4.70
214925160;SMP;1;4.74;4.80
214942072;SMP;1;4.82;4.62
214958158;SMP;1;4.90;4.66
214974900;SMP;1;4.82;4.66
214991651;SMP;1;4.62;4.66
215008492;SMP;1;4.56;4.72
215024552;SMP;1;4.94;4.64
215041133;SMP;1;4.86;4.68
215057974;SMP;1;4.78;4.66
215074626;SMP;1;4.66;4.70
215091408;SMP;1;4.60;4.68
215107971;SMP;1;4.66;4.66
215124288;SMP;1;4.60;4.60
215140640;SMP;1;4.88;4.60
215157816;SMP;1;4.70;4.56
215174098;SMP;1;4.82;4.62
215190767;SMP;1;4.66;4.60
215207210;SMP;1;4.86;4.72
215224207;SMP;1;4.88;4.64
215240685;SMP;1;4.66;4.64
215257157;SMP;1;4.80;4.66
215273977;SMP;1;4.88;4.66
215290587;SMP;1;4.78;4.64
215306862;SMP;1;4.66;4.76
215323525;SMP;1;4.76;4.68
215340229;SMP;1;4.80;4.66
215356402;SMP;1;4.84;4.74
215372967;SMP;1;4.86;4.76
215389508;SMP;1;4.78;4.74
215406406;SMP;1;4.76;4.76
215422897;SMP;1;4.92;4.78
215439524;SMP;1;4.84;4.80
215456037;SMP;1;4.80;4.74
215472873;SMP;1;4.74;4.78
215489747;SMP;1;4.78;4.82
215506136;SMP;1;4.80;4.76
215522423;SMP;1;4.76;4.80
215539171;SMP;1;4.82;4.78
215555893;SMP;1;4.84;4.78
215572647;SMP;1;4.84;4.78
215589230;SMP;1;4.78;4.78
215605374;SMP;1;4.74;4.76
215622207;SMP;1;4.76;4.78
215639105;SMP;1;4.84;4.80
215655231;SMP;1;4.74;4.80
215672284;SMP;1;4.74;4.80
215688525;SMP;1;4.92;4.80
215705045;SMP;1;4.82;4.80
215721812;SMP;1;4.84;4.80
215738300;SMP;1;4.86;4.80
215754915;SMP;1;4.84;4.80
215771514;SMP;1;4.78;4.78
215788142;SMP;1;4.80;4.80
215804819;SMP;1;4.80;4.80
215821132;SMP;1;4.74;4.78
215837897;SMP;1;4.86;4.80
215854519;SMP;1;4.76;4.82
215871055;SMP;1;4.94;4.82
215887667;SMP;1;4.90;4.82
215904279;SMP;1;4.68;4.80
215920854;SMP;1;4.76;4.82
215937749;SMP;1;4.88;4.80
215954038;SMP;1;4.74;4.82
215970713;SMP;1;4.82;4.82
215987267;SMP;1;4.84;4.80
216003663;SMP;1;4.80;4.82
216020476;SMP;1;4.70;4.80
216036867;SMP;1;4.72;4.76
216053975;SMP;1;4.66;4.78
216070052;SMP;1;4.82;4.76
216087092;SMP;1;4.96;4.80
216103261;SMP;1;4.70;4.76
216119882;SMP;1;4.84;4.80
216136549;SMP;1;4.80;4.76
216153030;SMP;1;5.02;4.78
216169636;SMP;1;4.80;4.78
216186417;SMP;1;4.70;4.80
216202859;SMP;1;4.96;4.78
216219418;SMP;1;4.96;4.78
216236025;SMP;1;4.94;4.78
216252690;SMP;1;5.02;4.78
216269511;SMP;1;4.98;4.82
216286019;SMP;1;5.08;4.82
216302568;SMP;1;4.86;4.72
216319154;SMP;1;4.98;4.76
216336079;SMP;1;4.96;4.84
216352665;SMP;1;5.04;4.80
216369153;SMP;1;4.94;4.80
216385386;SMP;1;4.82;4.82
216402011;SMP;1;4.90;4.88
216418621;SMP;1;4.90;4.74
216435156;SMP;1;4.80;4.84
216451754;SMP;1;4.96;4.84
216468581;SMP;1;4.96;4.82
216484984;SMP;1;5.08;4.86
216502021;SMP;1;5.10;4.82
216518343;SMP;1;5.10;4.82
216535023;SMP;1;4.80;4.88
216551229;SMP;1;4.98;4.82
216568371;SMP;1;4.90;4.86
216584571;SMP;1;4.98;4.86
216601586;SMP;1;4.82;4.88
216617741;SMP;1;4.98;4.86
216634505;SMP;1;5.04;4.84
216651042;SMP;1;5.04;4.84
216667950;SMP;1;5.02;4.84
216700932;SMP;1;5.02;4.84
216717264;SMP;1;4.94;4.84
216750979;SMP;1;4.92;4.90
216767369;SMP;1;5.02;4.86
216784114;SMP;1;5.06;4.88
216800353;SMP;1;5.06;4.88
216817345;SMP;1;5.02;4.86
216833499;SMP;1;4.84;4.86
216850279;SMP;1;4.86;4.88
216866890;SMP;1;4.88;4.86
216883685;SMP;1;4.82;4.90
216900333;SMP;1;5.02;4.88
216916570;SMP;1;4.82;4.90
216933270;SMP;1;5.04;4.88
216950093;SMP;1;4.94;4.86
216966107;SMP;1;5.06;4.88
216982895;SMP;1;5.18;4.90
216999540;SMP;1;4.82;5.02
217016010;SMP;1;5.12;4.90
217032477;SMP;1;4.96;4.94
217049643;SMP;1;4.86;4.94
217066179;SMP;1;5.04;4.90
217082390;SMP;1;4.98;4.94
217099271;SMP;1;4.94;4.98
217115631;SMP;1;4.92;4.92
217132363;SMP;1;5.06;4.96
217149047;SMP;1;4.90;4.96
217165854;SMP;1;4.92;4.94
217182012;SMP;1;4.98;4.98
217198683;SMP;1;4.84;4.94
217215423;SMP;1;4.92;4.96
217231774;SMP;1;5.06;4.98
217248564;SMP;1;5.00;4.94
217264997;SMP;1;4.84;4.96
217281993;SMP;1;5.04;4.94
217298320;SMP;1;5.00;4.98
217315014;SMP;1;5.00;4.96
217331363;SMP;1;5.04;4.92
217348169;SMP;1;5.04;4.96
217364997;SMP;1;4.86;4.88
217381584;SMP;1;4.94;4.96
217397741;SMP;1;5.02;5.00
217414435;SMP;1;4.92;4.94
217430808;SMP;1;4.96;4.98
217447777;SMP;1;4.94;5.00
217464382;SMP;1;4.92;4.98
217480652;SMP;1;5.04;4.98
217497252;SMP;1;4.86;5.00
217514355;SMP;1;4.96;5.02
217530751;SMP;1;5.02;5.02
217547040;SMP;1;5.02;5.04
217563915;SMP;1;5.02;5.00
217580488;SMP;1;5.04;4.98
217596956;SMP;1;5.00;4.94
217613941;SMP;1;4.96;4.98
217630265;SMP;1;4.88;4.94
217646638;SMP;1;4.86;4.86
217663522;SMP;1;4.82;4.82
217680297;SMP;1;4.74;4.76
217696598;SMP;1;4.68;4.66
217713220;SMP;1;4.52;4.62
217729811;SMP;1;4.48;4.60
217746726;SMP;1;4.46;4.44
217763040;SMP;1;4.44;4.40
217779637;SMP;1;4.28;4.26
217795883;SMP;1;4.30;4.22
217812576;SMP;1;4.20;4.18
217829183;SMP;1;4.20;4.06
217845814;SMP;1;4.18;4.02
217862382;SMP;1;4.14;4.02
217879171;SMP;1;4.00;4.00
217895759;SMP;1;4.04;3.88
217912288;SMP;1;3.98;3.86
217928719;SMP;1;3.94;3.76
217945912;SMP;1;3.88;3.78
217962452;SMP;1;3.84;3.72
217978781;SMP;1;3.78;3.66
217995177;SMP;1;3.76;3.62
218012034;SMP;1;3.76;3.60
218028517;SMP;1;3.76;3.54
218044992;SMP;1;3.74;3.54
218061657;SMP;1;3.70;3.54
218078609;SMP;1;3.68;3.50
218094892;SMP;1;3.70;3.50
218111284;SMP;1;3.66;3.52
218128167;SMP;1;3.62;3.42
218144560;SMP;1;3.60;3.40
218161129;SMP;1;3.60;3.40
218177743;SMP;1;3.56;3.40
218194468;SMP;1;3.52;3.32
218211175;SMP;1;3.50;3.36
218227496;SMP;1;3.44;3.36
218244381;SMP;1;3.50;3.32
218260820;SMP;1;3.42;3.26
218277580;SMP;1;3.42;3.26
218294044;SMP;1;3.46;3.26
218310966;SMP;1;3.44;3.24
218327230;SMP;1;3.42;3.20
218343922;SMP;1;3.42;3.24
218360415;SMP;1;3.42;3.22
218377152;SMP;1;3.42;3.20
218393676;SMP;1;3.44;3.22
218410499;SMP;1;3.42;3.20
218427097;SMP;1;3.42;3.24
218443397;SMP;1;3.42;3.24
218459863;SMP;1;3.44;3.24
218476397;SMP;1;3.44;3.24
218493007;SMP;1;3.44;3.26
218509616;SMP;1;3.46;3.26
218526500;SMP;1;3.48;3.22
218542966;SMP;1;3.52;3.30
218559665;SMP;1;3.56;3.24
218575971;SMP;1;3.56;3.34
218592446;SMP;1;3.60;3.24
218609495;SMP;1;3.58;3.30
218625908;SMP;1;3.58;3.30
218642533;SMP;1;3.60;3.32
218659435;SMP;1;3.58;3.36
218675982;SMP;1;3.60;3.40
218692550;SMP;1;3.60;3.40
218708983;SMP;1;3.62;3.38
218725518;SMP;1;3.68;3.40
218742158;SMP;1;3.70;3.44
218758974;SMP;1;3.76;3.42
218775470;SMP;1;3.80;3.44
218792150;SMP;1;3.78;3.50
218808760;SMP;1;3.80;3.46
218825135;SMP;1;3.80;3.56
218841953;SMP;1;3.78;3.50
218858607;SMP;1;3.78;3.48
218874988;SMP;1;3.80;3.56
218891286;SMP;1;3.80;3.60
218908133;SMP;1;3.80;3.56
218924599;SMP;1;3.86;3.60
218941585;SMP;1;3.82;3.62
218957662;SMP;1;3.90;3.62
218974407;SMP;1;3.92;3.62
218991351;SMP;1;3.94;3.66
219007496;SMP;1;3.96;3.62
219023898;SMP;1;3.94;3.62
219040504;SMP;1;4.00;3.64
219057120;SMP;1;4.00;3.62
219073721;SMP;1;4.00;3.66
219090350;SMP;1;3.98;3.72
219106879;SMP;1;4.00;3.70
219123511;SMP;1;4.00;3.76
219140099;SMP;1;4.00;3.78
219156718;SMP;1;4.00;3.74
219173898;SMP;1;4.00;3.78
219190271;SMP;1;4.02;3.76
219207088;SMP;1;4.00;3.78
219223756;SMP;1;3.98;3.78
219239989;SMP;1;4.00;3.80
219256535;SMP;1;4.06;3.80
219273001;SMP;1;4.16;3.72
219290103;SMP;1;0.00;2.54
219306439;SMP;1;0.00;0.00
219322990;SMP;1;0.00;0.00
219339552;SMP;1;1.96;0.00
219356262;SMP;1;0.00;2.44
219372754;SMP;1;4.32;3.98
219389138;SMP;1;4.36;4.02
219405889;SMP;1;4.20;3.96
219422406;SMP;1;4.20;3.94
219439004;SMP;1;4.14;3.90
219455602;SMP;1;4.20;3.94
219471983;SMP;1;4.18;3.98
219488851;SMP;1;4.22;3.92
219505435;SMP;1;4.20;3.98
219522157;SMP;1;4.20;4.02
219538666;SMP;1;4.22;4.02
219555276;SMP;1;4.22;4.02
219571741;SMP;1;4.22;4.02
219588503;SMP;1;4.22;4.02
219604873;SMP;1;4.22;4.02
219622363;SMP;1;4.28;4.06
219638585;SMP;1;4.20;4.02
219654660;SMP;1;4.22;4.04
219671511;SMP;1;4.36;4.04
219688157;SMP;1;4.22;4.04
219704503;SMP;1;4.30;4.02
219721382;SMP;1;4.32;4.02
219738114;SMP;1;4.28;4.02
219754473;SMP;1;4.36;4.02
219771139;SMP;1;4.34;4.04
219787628;SMP;1;4.36;4.04
219804388;SMP;1;4.30;4.04
219820753;SMP;1;4.36;4.06
219837586;SMP;1;4.34;4.16
219854134;SMP;1;4.34;4.10
219870871;SMP;1;4.34;4.12
219887480;SMP;1;4.40;4.12
219903900;SMP;1;4.34;4.12
219920268;SMP;1;4.36;4.16
219936790;SMP;1;4.40;4.16
219953825;SMP;1;4.42;4.20
219970153;SMP;1;4.38;4.20
219986896;SMP;1;4.36;4.20
220003160;SMP;1;4.42;4.16
220020029;SMP;1;4.38;4.16
220036793;SMP;1;4.56;4.18
220053287;SMP;1;0.00;0.00
220070085;SMP;1;0.00;0.00
220086405;SMP;1;0.00;0.00
220102905;SMP;1;0.00;0.00
220119643;SMP;1;0.00;0.00
220136442;SMP;1;0.00;0.00
220152708;SMP;1;0.00;0.00
220169424;SMP;1;0.00;0.00
220185702;SMP;1;0.00;3.02
220202524;SMP;1;4.52;4.26
220218865;SMP;1;4.62;4.20
220235653;SMP;1;4.34;4.20
220252284;SMP;1;4.36;4.18
220268742;SMP;1;4.26;4.18
220285293;SMP;1;4.22;4.18
220302424;SMP;1;4.30;4.18
220318665;SMP;1;4.32;4.16
220335191;SMP;1;4.34;4.14
220351996;SMP;1;4.34;4.20
220368484;SMP;1;4.32;4.18
220385024;SMP;1;4.34;4.20
220401761;SMP;1;4.32;4.18
220418268;SMP;1;4.36;4.18
220434919;SMP;1;4.30;4.14
220451411;SMP;1;4.32;4.18
220468027;SMP;1;4.30;4.20
220484547;SMP;1;4.30;4.18
220501038;SMP;1;4.30;4.12
220517639;SMP;1;4.32;4.12
220551338;SMP;1;4.34;4.12
220567555;SMP;1;4.34;4.16
220584029;SMP;1;4.38;4.14
220600820;SMP;1;4.32;4.14
220617171;SMP;1;4.34;4.18
220650868;SMP;1;4.28;4.18
220667151;SMP;1;4.30;4.20
220683612;SMP;1;4.32;4.18
220700657;SMP;1;4.34;4.14
220716775;SMP;1;4.34;4.20
220733393;SMP;1;4.32;4.18
220750328;SMP;1;4.36;4.16
220766769;SMP;1;4.42;4.20
220783314;SMP;1;4.40;4.20
220799971;SMP;1;4.36;4.20
220816779;SMP;1;4.32;4.18
220833040;SMP;1;4.36;4.20
220849980;SMP;1;4.40;4.20
220866594;SMP;1;4.32;4.20
220883028;SMP;1;4.44;4.18
220899506;SMP;1;4.38;4.14
220916120;SMP;1;4.44;4.10
220932540;SMP;1;4.40;4.16
220949400;SMP;1;4.32;4.10
220965900;SMP;1;4.32;4.12
220982659;SMP;1;4.32;4.12
220999043;SMP;1;4.46;4.14
221015513;SMP;1;4.34;4.16
221032132;SMP;1;4.34;4.10
221048994;SMP;1;4.36;4.14
221065302;SMP;1;4.34;4.10
221082111;SMP;1;4.42;4.14
221098496;SMP;1;4.40;4.16
221115572;SMP;1;4.36;4.08
221131647;SMP;1;4.32;4.12
221148474;SMP;1;4.36;4.12
221165345;SMP;1;4.30;4.08
221181748;SMP;1;4.36;4.08
221198499;SMP;1;4.32;4.20
221214914;SMP;1;4.36;4.08
221231694;SMP;1;4.36;4.16
221248127;SMP;1;4.30;4.12
221265024;SMP;1;4.36;4.14
221281214;SMP;1;4.36;4.10
221298085;SMP;1;4.38;4.18
221314270;SMP;1;4.32;4.18
221331220;SMP;1;4.36;4.14
221347811;SMP;1;4.34;4.16
221364426;SMP;1;4.38;4.18
221380869;SMP;1;4.34;4.18
221397721;SMP;1;4.34;4.20
221414228;SMP;1;4.38;4.20
221430656;SMP;1;4.40;4.20
221447028;SMP;1;4.42;4.22
221463816;SMP;1;4.42;4.22
221480310;SMP;1;4.42;4.22
221496769;SMP;1;4.36;4.24
221513850;SMP;1;4.42;4.26
221530016;SMP;1;4.44;4.26
221546538;SMP;1;4.44;4.26
221563146;SMP;1;4.44;4.24
221580044;SMP;1;4.48;4.34
221596367;SMP;1;4.50;4.30
221612835;SMP;1;4.46;4.34
221629716;SMP;1;4.50;4.36
221646134;SMP;1;4.50;4.32
221662799;SMP;1;4.52;4.32
221679515;SMP;1;4.54;4.36
221696097;SMP;1;4.54;4.40
221712759;SMP;1;4.52;4.38
221729279;SMP;1;4.54;4.42
221745895;SMP;1;4.50;4.40
221762444;SMP;1;4.58;4.38
221779086;SMP;1;4.52;4.40
221795523;SMP;1;4.60;4.42
221812023;SMP;1;4.62;4.42
221828651;SMP;1;4.52;4.42
221845293;SMP;1;4.62;4.42
221862299;SMP;1;4.64;4.42
221878644;SMP;1;4.60;4.42
221895381;SMP;1;4.60;4.42
221912112;SMP;1;4.64;4.42
221928268;SMP;1;4.68;4.42
221944877;SMP;1;4.68;4.46
221961437;SMP;1;4.66;4.46
221978043;SMP;1;4.66;4.46
221994893;SMP;1;4.60;4.46
222011241;SMP;1;4.62;4.50
222028100;SMP;1;4.72;4.46
222044628;SMP;1;4.64;4.52
222061337;SMP;1;4.66;4.58
222077770;SMP;1;4.74;4.60
222094266;SMP;1;4.72;4.58
222110783;SMP;1;4.74;4.58
222127405;SMP;1;4.76;4.60
222144090;SMP;1;4.70;4.60
222160537;SMP;1;4.70;4.60
222177505;SMP;1;4.70;4.60
222194034;SMP;1;4.72;4.60
222210872;SMP;1;4.68;4.60
222227141;SMP;1;4.68;4.62
222244034;SMP;1;4.70;4.60
222260286;SMP;1;4.68;4.62
222277040;SMP;1;4.66;4.60
222293838;SMP;1;4.74;4.60
222310388;SMP;1;4.76;4.62
222326979;SMP;1;4.72;4.62
222343591;SMP;1;4.82;4.62
222360219;SMP;1;4.80;4.62
222376356;SMP;1;4.72;4.64
222393064;SMP;1;4.76;4.62
222409665;SMP;1;4.74;4.62
222426149;SMP;1;4.72;4.62
222443083;SMP;1;4.80;4.62
222459747;SMP;1;4.84;4.62
222476037;SMP;1;4.74;4.62
222492537;SMP;1;4.74;4.62
222509260;SMP;1;4.76;4.62
222526002;SMP;1;4.76;4.62
222542345;SMP;1;4.74;4.58
222559141;SMP;1;4.80;4.54
222575358;SMP;1;4.86;4.52
222591973;SMP;1;4.82;4.54
222608764;SMP;1;4.82;4.54
222625420;SMP;1;4.74;4.56
222641895;SMP;1;4.78;4.58
222658639;SMP;1;4.78;4.52
222675275;SMP;1;4.80;4.56
222691884;SMP;1;4.80;4.58
222708483;SMP;1;4.74;4.56
222724866;SMP;1;4.76;4.56
222741400;SMP;1;4.76;4.56
222758161;SMP;1;4.74;4.64
222774785;SMP;1;4.74;4.62
222791693;SMP;1;4.72;4.60
222807795;SMP;1;4.70;4.62
222824549;SMP;1;4.70;4.68
222841330;SMP;1;4.78;4.62
222857796;SMP;1;4.76;4.62
222874191;SMP;1;4.76;4.64
222890773;SMP;1;4.78;4.64
222907465;SMP;1;4.74;4.64
222924260;SMP;1;4.72;4.60
222941080;SMP;1;4.70;4.62
222957156;SMP;1;4.78;4.62
222974031;SMP;1;4.70;4.62
222990833;SMP;1;4.72;4.64
223007449;SMP;1;4.78;4.64
223023397;SMP;1;4.76;4.62
223040566;SMP;1;4.74;4.62
223057032;SMP;1;4.66;4.62
223073641;SMP;1;4.72;4.62
223090119;SMP;1;4.78;4.64
223106967;SMP;1;4.76;4.62
223123345;SMP;1;4.76;4.62
223140210;SMP;1;4.74;4.64
223156784;SMP;1;4.76;4.62
223172951;SMP;1;4.78;4.64
223189995;SMP;1;4.76;4.62
223206133;SMP;1;4.76;4.62
223223011;SMP;1;4.78;4.64
223239548;SMP;1;4.78;4.62
223255903;SMP;1;4.82;4.58
223272773;SMP;1;4.78;4.58
223289054;SMP;1;4.82;4.60
223305913;SMP;1;4.86;4.58
223322517;SMP;1;4.76;4.60
223339365;SMP;1;4.78;4.60
223355491;SMP;1;4.74;4.56
223372553;SMP;1;4.76;4.60
223388714;SMP;1;4.80;4.60
223405250;SMP;1;4.82;4.60
223422007;SMP;1;4.90;4.60
223438642;SMP;1;4.82;4.62
223455011;SMP;1;4.78;4.60
223471659;SMP;1;4.74;4.58
223488450;SMP;1;4.86;4.60
223505027;SMP;1;4.84;4.60
223521873;SMP;1;4.84;4.58
223538478;SMP;1;4.76;4.64
223555121;SMP;1;4.86;4.62
223571723;SMP;1;4.86;4.60
223588116;SMP;1;4.74;4.62
223604546;SMP;1;4.84;4.62
223621011;SMP;1;4.84;4.62
223637762;SMP;1;4.80;4.60
223654635;SMP;1;4.82;4.62
223671044;SMP;1;4.94;4.62
223687727;SMP;1;4.82;4.58
223704250;SMP;1;4.78;4.62
223720559;SMP;1;4.86;4.62
223737146;SMP;1;4.88;4.60
223754240;SMP;1;4.82;4.62
223770590;SMP;1;4.84;4.62
223786855;SMP;1;4.88;4.62
223803669;SMP;1;4.82;4.62
223820416;SMP;1;4.90;4.60
223836781;SMP;1;4.92;4.66
223853636;SMP;1;4.84;4.62
223869894;SMP;1;4.82;4.64
223886672;SMP;1;4.74;4.62
223903576;SMP;1;4.68;4.66
223919951;SMP;1;4.58;4.66
223936485;SMP;1;4.60;4.66
223953000;SMP;1;4.70;4.66
223969971;SMP;1;4.66;4.64
223986129;SMP;1;4.68;4.66
224002668;SMP;1;4.78;4.78
224019259;SMP;1;4.72;4.78
224036324;SMP;1;4.78;4.82
224052586;SMP;1;4.78;4.80
224068965;SMP;1;4.80;4.78
224085496;SMP;1;4.66;4.82
224102113;SMP;1;4.68;4.78
224118738;SMP;1;4.78;4.80
224135347;SMP;1;4.82;4.80
224151878;SMP;1;4.78;4.80
224168477;SMP;1;4.84;4.80
224185110;SMP;1;4.76;4.80
224201717;SMP;1;4.78;4.80
224218583;SMP;1;4.82;4.82
224235151;SMP;1;4.72;4.82
224251485;SMP;1;4.74;4.80
224268262;SMP;1;4.82;4.82
224284869;SMP;1;4.78;4.78
224301387;SMP;1;4.74;4.82
224318006;SMP;1;4.70;4.80
224335100;SMP;1;4.60;4.80
224351314;SMP;1;4.68;4.78
224367917;SMP;1;4.76;4.84
224384588;SMP;1;4.44;4.72
224401356;SMP;1;4.74;4.64
224417887;SMP;1;4.94;4.74
224451024;SMP;1;5.00;4.76
224484245;SMP;1;5.08;4.70
224500642;SMP;1;5.02;4.72
224534023;SMP;1;5.06;4.76
224550391;SMP;1;4.94;4.70
224583989;SMP;1;5.08;4.72
224600541;SMP;1;5.00;4.70
224616989;SMP;1;5.04;4.72
224633180;SMP;1;5.06;4.76
224649737;SMP;1;5.08;4.78
224666518;SMP;1;5.08;4.78
224683523;SMP;1;5.04;4.78
224699997;SMP;1;4.78;4.76
224716260;SMP;1;5.06;4.78
224733006;SMP;1;4.84;4.86
224749815;SMP;1;4.74;4.86
224766113;SMP;1;4.76;4.84
224782908;SMP;1;4.80;4.88
224799750;SMP;1;4.90;4.90
224815885;SMP;1;4.78;4.88
224832380;SMP;1;4.84;4.90
224849272;SMP;1;4.88;4.90
224866112;SMP;1;4.76;4.88
224882310;SMP;1;4.94;4.88
224898870;SMP;1;4.88;4.86
224915704;SMP;1;4.92;4.88
224932202;SMP;1;4.98;4.94
